Name,Team,Name,Age,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,AVG,OBP,SLG,wOBA,WAR,wRC+,NameASCII,PlayerId,MLBAMID
"John Rave","KCR","John Rave",27,43,91,106,17,4,0,3,11,12,12,25,0.186813186,0.278846153,0.329670329,0.27155731503780073,0.10218232972139615,68.58989448806201,"John Rave",26284,670231
"Thomas Saggese","STL","Thomas Saggese",23,29,87,91,21,6,0,1,6,10,3,23,0.24137931,0.263736263,0.344827586,0.2634847164154053,0.0036016247377086558,68.21645458890761,"Thomas Saggese",27883,695336
"Alexander Canario","PIT","Alexander Canario",25,55,154,169,33,5,1,3,18,13,15,56,0.214285714,0.284023668,0.318181818,0.26926978734823376,-0.3561369168928553,68.14792788141543,"Alexander Canario",22842,672744
"Tyler Tolbert","KCR","Tyler Tolbert",27,29,19,20,4,0,0,1,5,2,0,6,0.210526315,0.25,0.368421052,0.27034588158130646,0.12556744638816011,67.75532062870994,"Tyler Tolbert",25779,686475
"Luisangel Acuña","NYM","Luisangel Acuña",23,76,159,175,38,7,0,0,25,7,11,34,0.23899371,0.294797687,0.283018867,0.26109387971073217,0.33475610148032586,67.73174572550509,"Luisangel Acuna",26548,682668
"Stuart Fairchild","ATL","Stuart Fairchild",29,28,51,55,11,4,1,0,7,2,4,15,0.215686274,0.272727272,0.333333333,0.26641044833443384,0.009204602308830204,67.60181140633854,"Stuart Fairchild",20321,656413
"Santiago Espinal","CIN","Santiago Espinal",30,91,264,286,67,12,0,0,24,14,19,31,0.253787878,0.306338028,0.299242424,0.2725929175044449,0.045936435008055734,67.42785651308417,"Santiago Espinal",19997,669289
"Blake Dunn","CIN","Blake Dunn",26,30,60,75,9,2,0,1,10,7,8,25,0.15,0.32,0.233333333,0.27231697797775267,0.05854995003464018,67.23884067030124,"Blake Dunn",29487,694362
"Sam Huff","SFG","Sam Huff",27,20,53,58,11,1,0,2,5,4,4,25,0.207547169,0.258620689,0.339622641,0.2612412304713808,-0.17597001704693183,66.92503871936051,"Sam Huff",22209,669087
"Derek Hill","MIA","Derek Hill",29,33,90,100,19,4,0,2,14,7,7,37,0.211111111,0.275510204,0.322222222,0.2664957222889881,0.38373853571307265,66.79017186010063,"Derek Hill",16947,656537
"Manuel Margot","DET","Manuel Margot",30,6,19,20,6,0,0,0,1,3,0,6,0.315789473,0.3,0.315789473,0.26472333669662473,-0.14745988606236254,66.64801094542537,"Manuel Margot",14712,622534
"Brooks Baldwin","CHW","Brooks Baldwin",24,60,169,186,36,8,0,5,15,24,10,53,0.213017751,0.258241758,0.349112426,0.26447805238294075,-0.6641131689743421,66.47260172333348,"Brooks Baldwin",31394,681460
"Elias Díaz","SDP","Elias Díaz",34,82,196,218,39,6,0,5,23,16,18,56,0.198979591,0.269767441,0.306122448,0.2584896539532861,0.09154884884890852,66.38544204349279,"Elias Diaz",11680,553869
"Alex Verdugo","ATL","Alex Verdugo",29,56,197,213,47,10,0,0,21,12,14,31,0.23857868,0.295774647,0.289340101,0.26429082754072447,-0.9322688374357075,66.14989215611081,"Alex Verdugo",17027,657077
"Luis Rengifo","LAA","Luis Rengifo",28,98,348,371,84,13,1,4,35,23,19,67,0.24137931,0.281081081,0.318965517,0.26515900460449426,-0.41363205672751846,66.02070469504987,"Luis Rengifo",19858,650859
"Drew Waters","KCR","Drew Waters",26,71,206,219,50,6,3,1,21,14,11,60,0.242718446,0.287671232,0.31553398,0.26780726811657213,-0.606541291716385,66.00643345268816,"Drew Waters",20505,671221
"Emmanuel Rivera","BAL","Emmanuel Rivera",29,27,70,77,16,3,0,0,3,3,6,12,0.228571428,0.298701298,0.271428571,0.2610180571481779,-0.14810563023172613,65.79065803764595,"Emmanuel Rivera",19890,656896
"Alan Roden","TOR","Alan Roden",25,42,97,111,20,5,1,1,12,8,7,24,0.206185567,0.279279279,0.30927835,0.26200399957261644,0.17767892971321994,65.62911666724968,"Alan Roden",31564,702176
"Keibert Ruiz","WSN","Keibert Ruiz",26,68,255,267,63,12,0,2,19,25,8,26,0.247058823,0.277153558,0.317647058,0.26230242078223925,-1.0225989242002855,65.27882936205408,"Keibert Ruiz",19610,660688
"Garrett Mitchell","MIL","Garrett Mitchell",26,25,68,78,14,4,1,0,9,3,7,25,0.205882352,0.285714285,0.294117647,0.26099500640646206,0.3623706630138262,65.11774134365884,"Garrett Mitchell",27555,669003
"Michael Siani","STL","Michael Siani",25,19,17,19,4,0,0,0,4,0,2,7,0.235294117,0.315789473,0.235294117,0.2585606575012207,-0.09088540768006398,64.843523002287,"Michael Siani",22557,672279
"Chas McCormick","HOU","Chas McCormick",30,43,66,77,16,2,0,0,10,3,5,18,0.242424242,0.301369863,0.272727272,0.2607861471502748,-0.0831798643528326,64.76178605390531,"Chas McCormick",19599,676801
"Blake Perkins","MIL","Blake Perkins",28,7,21,23,4,1,1,0,2,2,2,11,0.19047619,0.260869565,0.333333333,0.2601824273233828,0.020347204797273047,64.56113271981603,"Blake Perkins",19921,663368
"Jose Iglesias","SDP","Jose Iglesias",35,75,210,232,49,8,0,0,16,24,13,43,0.233333333,0.291304347,0.271428571,0.2556311112383138,-0.39747751811459064,64.42736859574016,"Jose Iglesias",10231,578428
"Seth Brown","ATH","Seth Brown",32,38,65,76,12,2,0,1,6,3,9,23,0.184615384,0.302631578,0.261538461,0.265145176335385,-0.36383401105713037,64.36977964216905,"Seth Brown",18171,664913
"Michael Harris II","ATL","Michael Harris II",24,101,377,400,85,14,5,9,28,49,12,81,0.22546419,0.25,0.360742705,0.2610989241660396,-0.0450427017543204,63.963469958175246,"Michael Harris II",25931,671739
"Ryan Ritter","COL","Ryan Ritter",24,31,101,113,24,4,2,1,13,12,7,35,0.237623762,0.29090909,0.346534653,0.27979772795330393,0.07084498648202345,63.59083873031699,"Ryan Ritter",31500,690022
"Joey Ortiz","MIL","Joey Ortiz",26,101,318,347,68,10,0,7,42,31,21,56,0.213836477,0.269005847,0.311320754,0.2586907808892211,0.7497128791655719,63.53936968620147,"Joey Ortiz",25493,687401
"Dalton Rushing","LAD","Dalton Rushing",24,27,74,82,16,3,0,1,9,11,7,34,0.216216216,0.280487804,0.297297297,0.2588119099779827,-0.03825311004523116,63.37691041424418,"Dalton Rushing",31382,687221
"Anthony Santander","TOR","Anthony Santander",30,50,184,209,33,5,0,6,14,18,24,55,0.179347826,0.272727272,0.304347826,0.2586611222762328,-0.8315890423795192,63.326160618258776,"Anthony Santander",14551,623993
"Justin Turner","CHC","Justin Turner",40,53,124,142,26,4,0,2,10,13,13,24,0.209677419,0.28169014,0.29032258,0.2566372017625352,-0.32758172042252737,63.17027048943566,"Justin Turner",5235,457759
"Logan Porter","SFG","Logan Porter",29,5,7,9,1,0,0,0,2,1,1,2,0.142857142,0.333333333,0.142857142,0.25513450966940987,0.030226183107767163,62.74199545310179,"Logan Porter",20626,682515
"Trey Sweeney","DET","Trey Sweeney",25,85,231,258,48,5,1,5,28,27,23,68,0.207792207,0.275193798,0.303030303,0.2580804196439048,-0.4245167895961952,62.07161024233769,"Trey Sweeney",29575,700242
"Johan Rojas","PHI","Johan Rojas",24,69,146,166,33,3,2,1,23,18,13,38,0.226027397,0.283950617,0.294520547,0.2578807473182678,0.4770990648427913,60.61955583838669,"Johan Rojas",24336,679032
"Taylor Walls","TBR","Taylor Walls",28,91,249,281,53,10,1,3,31,34,25,59,0.212851405,0.278571428,0.297188755,0.25684766003063747,0.014147803285479044,60.590839912614314,"Taylor Walls",22458,670764
"Ke'Bryan Hayes","PIT","Ke'Bryan Hayes",28,97,357,380,85,10,2,2,34,34,18,79,0.238095238,0.282321899,0.294117647,0.2567690967252015,0.8712885062277249,59.58507861583551,"Ke'Bryan Hayes",18577,663647
"Christian Encarnacion-Strand","CIN","Christian Encarnacion-Strand",25,36,130,137,27,4,0,6,13,19,3,32,0.207692307,0.233576642,0.376923076,0.2609639411425068,-0.6234319419077584,59.46212288259186,"Christian Encarnacion-Strand",30011,687952
"Patrick Bailey","SFG","Patrick Bailey",26,83,246,275,51,13,2,2,25,28,20,84,0.207317073,0.264705882,0.300813008,0.2502678639310248,1.6038257191068896,59.40839132326373,"Patrick Bailey",27478,672275
"Dom Nuñez","CLE","Dom Nuñez",30,2,7,7,2,0,0,0,2,0,0,4,0.285714285,0.285714285,0.285714285,0.252117463520595,-0.02001981472761581,59.39906996618371,"Dom Nunez",15055,624513
"Matt Gorski","PIT","Matt Gorski",27,15,41,42,8,0,1,2,2,4,1,16,0.195121951,0.214285714,0.390243902,0.25625700042361305,-0.2801477924028714,59.23429772122771,"Matt Gorski",25855,685301
"Cavan Biggio","KCR","Cavan Biggio",30,37,69,83,12,2,0,1,9,4,11,21,0.173913043,0.296296296,0.246376811,0.2569351350819623,-0.22558305599138032,58.516465285273064,"Cavan Biggio",19252,624415
"Brett Sullivan","PIT","Brett Sullivan",31,3,6,9,1,0,0,0,1,2,1,3,0.166666666,0.333333333,0.166666666,0.25513450966940987,0.07164982304224433,58.4654026721382,"Brett Sullivan",18217,664954
"Tyrone Taylor","NYM","Tyrone Taylor",31,93,265,291,54,13,3,2,27,18,13,69,0.203773584,0.260416666,0.298113207,0.24719921346325494,0.30388579712764024,58.21403696360084,"Tyrone Taylor",13675,621438
"Andruw Monasterio","MIL","Andruw Monasterio",28,31,48,53,9,2,0,1,9,5,5,12,0.1875,0.264150943,0.291666666,0.2508149641864705,-0.038004234122965996,58.144513249651126,"Andruw Monasterio",19455,655316
"Cooper Hummel","- - -","Cooper Hummel",30,32,78,94,12,0,0,2,9,4,13,28,0.153846153,0.29032258,0.23076923,0.2508928147695398,-0.2838239243730151,58.124598540862095,"Cooper Hummel",19458,669450
"Daniel Johnson","SFG","Daniel Johnson",29,14,29,31,5,2,0,1,5,1,2,8,0.172413793,0.225806451,0.344827586,0.24803343895942934,-0.01590705461012221,57.877832348244596,"Daniel Johnson",19643,669288
"Luis Matos","SFG","Luis Matos",23,36,107,113,18,6,0,5,13,13,6,18,0.168224299,0.21238938,0.364485981,0.24800264202387987,-0.5913678517397349,57.85673675241679,"Luis Matos",26467,682641
"Martín Maldonado","SDP","Martín Maldonado",38,63,143,157,28,6,0,4,10,12,8,56,0.195804195,0.238410596,0.321678321,0.24553933838345357,-0.8213876418563284,57.514604142596866,"Martin Maldonado",6887,455117
"Chris Taylor","- - -","Chris Taylor",34,43,72,77,14,6,0,1,10,6,1,28,0.194444444,0.246753246,0.319444444,0.2507325348915992,-0.2052148423259096,56.9771184353072,"Chris Taylor",13757,621035
"Brayan Rocchio","CLE","Brayan Rocchio",24,57,157,177,32,12,0,1,15,19,8,35,0.203821656,0.260115606,0.299363057,0.2483792763224916,-0.3756792248973668,56.82377926393578,"Brayan Rocchio",23690,677587
"Pedro Pagés","STL","Pedro Pagés",26,80,247,267,50,10,0,6,26,29,14,68,0.202429149,0.246212121,0.315789473,0.24677556911201187,0.4403652840254903,56.7708541793022,"Pedro Pages",25782,686780
"Nick Allen","ATL","Nick Allen",26,94,275,310,62,8,0,0,25,18,24,73,0.225454545,0.291803278,0.254545454,0.2505850926774447,0.6939672202933009,56.76159952113953,"Nick Allen",22277,669397
"Heston Kjerstad","BAL","Heston Kjerstad",26,54,156,167,30,5,2,4,16,19,6,45,0.192307692,0.239520958,0.326923076,0.24779658617373712,-1.1357736684659345,56.68219731427895,"Heston Kjerstad",31166,677008
"Victor Mesa Jr.","MIA","Victor Mesa Jr.",23,4,7,10,1,0,0,0,1,1,2,1,0.142857142,0.333333333,0.142857142,0.25171323617299396,-0.019484210673460484,56.66431528153972,"Victor Mesa Jr.",25999,683748
"Travis Jankowski","- - -","Travis Jankowski",34,26,45,50,11,2,0,0,8,2,3,12,0.244444444,0.285714285,0.288888888,0.25551080947019617,-0.03138652325433357,56.66398969483089,"Travis Jankowski",13768,608671
"Mickey Gasper","MIN","Mickey Gasper",29,18,35,40,7,1,0,0,5,3,4,9,0.2,0.3,0.228571428,0.2508671745657921,-0.2058600776538673,56.59509217081163,"Mickey Gasper",24759,681508
"Triston Casas","BOS","Triston Casas",25,29,99,112,18,3,0,3,5,11,11,27,0.181818181,0.276785714,0.303030303,0.25568139227953823,-0.6194699833142897,56.473290960924416,"Triston Casas",22514,671213
"Jose Herrera","ARI","Jose Herrera",28,48,140,173,26,6,0,1,16,14,20,41,0.185714285,0.288343558,0.25,0.25071796500609694,-0.24551622597461048,56.339337368766486,"Jose Herrera",17040,645444
"David Fry","CLE","David Fry",29,35,79,85,13,2,0,4,7,11,5,33,0.164556962,0.223529411,0.341772151,0.24717724814134487,-0.3780375710615717,55.99568483348091,"David Fry",24934,681807
"Masataka Yoshida","BOS","Masataka Yoshida",31,10,34,35,8,3,0,0,2,1,0,5,0.235294117,0.257142857,0.323529411,0.2540022117750985,-0.14230320694810672,55.3164794607744,"Masataka Yoshida",31837,807799
"Graham Pauley","MIA","Graham Pauley",24,36,100,112,21,6,0,0,7,5,10,25,0.21,0.279279279,0.27,0.24921314888172322,0.11388344636349883,54.951780248755234,"Graham Pauley",31363,688363
"Brendan Rodgers","HOU","Brendan Rodgers",28,43,115,128,22,4,0,2,12,11,11,46,0.191304347,0.265625,0.278260869,0.24632679810747504,-0.31738849619535464,54.800533399310545,"Brendan Rodgers",17907,663898
"Michael Toglia","COL","Michael Toglia",26,84,295,325,57,15,1,10,21,31,27,125,0.193220338,0.261538461,0.352542372,0.2665684730644935,-2.0507890950245367,54.52893015863346,"Michael Toglia",25845,669911
"Henry Davis","PIT","Henry Davis",25,51,144,164,26,5,0,4,17,12,12,38,0.180555555,0.25625,0.298611111,0.24921889118850232,0.16868997553506904,54.41326260306392,"Henry Davis",29617,680779
"Tim Elko","CHW","Tim Elko",26,20,62,67,9,1,0,4,6,8,5,28,0.14516129,0.208955223,0.354838709,0.2446063952659493,-0.4078101319036994,52.78273251678034,"Tim Elko",31522,671284
"Parker Meadows","DET","Parker Meadows",25,37,122,134,23,3,1,2,13,9,12,40,0.18852459,0.261194029,0.278688524,0.24413431224538318,-0.21783562746479834,52.46393710756646,"Parker Meadows",23800,678009
"Alejandro Osuna","TEX","Alejandro Osuna",22,29,67,82,11,1,0,1,7,5,12,18,0.164179104,0.292682926,0.223880597,0.24147947114190937,-0.2322184565026283,52.29127826229091,"Alejandro Osuna",27915,696030
"LaMonte Wade Jr.","- - -","LaMonte Wade Jr.",31,80,209,242,35,8,2,2,19,18,27,58,0.167464114,0.270833333,0.253588516,0.241424299932424,-1.555340904352434,52.28105798355209,"LaMonte Wade Jr.",18126,664774
"Joc Pederson","TEX","Joc Pederson",33,46,122,146,16,5,1,2,10,6,20,28,0.13114754,0.268965517,0.237704918,0.24120712896873212,-0.7971684176712561,52.10365783847447,"Joc Pederson",11899,592626
"Jorbit Vivas","NYY","Jorbit Vivas",24,29,56,66,9,2,0,1,6,5,5,13,0.160714285,0.265625,0.25,0.2415637420490384,-0.24622930987497732,52.07213219331342,"Jorbit Vivas",23917,678391
"Kyle Farmer","COL","Kyle Farmer",34,71,216,230,47,14,0,4,13,21,10,51,0.217592592,0.260869565,0.337962962,0.2623831611612569,-1.1866412810090816,51.6620329577043,"Kyle Farmer",14813,571657
"Matt Vierling","DET","Matt Vierling",28,21,61,71,12,1,0,0,3,6,7,17,0.196721311,0.295774647,0.213114754,0.24286690228421923,-0.211446335559165,51.590800232404646,"Matt Vierling",21558,663837
"Brenton Doyle","COL","Brenton Doyle",27,86,320,344,69,12,2,7,35,31,22,89,0.215625,0.264534883,0.33125,0.2616929141587989,-0.3092245420213027,51.18922059746752,"Brenton Doyle",25479,686668
"Christian Vázquez","MIN","Christian Vázquez",34,55,160,176,31,7,0,2,10,12,14,30,0.19375,0.261363636,0.275,0.24235531382940032,0.10605507839087741,50.731149395452356,"Christian Vazquez",9774,543877
"Johnathan Rodríguez","CLE","Johnathan Rodríguez",25,26,62,66,11,4,1,1,5,6,4,19,0.177419354,0.227272727,0.322580645,0.23950836875221945,-0.5677867325350617,50.71248398214432,"Johnathan Rodriguez",22530,671286
"Rafael Marchán","PHI","Rafael Marchán",26,25,63,72,11,2,0,1,5,6,7,12,0.174603174,0.267605633,0.253968253,0.24173688468798785,0.03311441686918082,49.56116983108751,"Rafael Marchan",21646,665561
"Brandon Lockridge","SDP","Brandon Lockridge",28,47,88,95,19,4,0,0,9,5,4,24,0.21590909,0.258064516,0.261363636,0.2336786389350891,0.130344003122975,49.39014249296873,"Brandon Lockridge",21496,663604
"Mark Canha","KCR","Mark Canha",36,46,113,125,24,3,0,1,9,6,7,24,0.21238938,0.272,0.265486725,0.2435900158882141,-0.6511351375487366,49.322821532630954,"Mark Canha",11445,592192
"Nick Martini","COL","Nick Martini",35,43,102,111,23,4,0,1,9,4,9,18,0.225490196,0.288288288,0.294117647,0.25873141938989813,-0.45618777539257277,49.16062601244691,"Nick Martini",12005,605361
"Liover Peguero","PIT","Liover Peguero",24,7,13,14,3,0,0,0,0,0,0,3,0.23076923,0.285714285,0.23076923,0.24068063071795873,-0.04742474428367461,48.56463874664936,"Liover Peguero",24273,678894
"Riley Adams","WSN","Riley Adams",29,40,122,130,20,5,0,5,13,15,7,55,0.163934426,0.215384615,0.327868852,0.23718017385556148,-0.4131611554208556,48.07033903677001,"Riley Adams",19864,656180
"Lane Thomas","CLE","Lane Thomas",29,39,125,142,20,2,0,4,10,11,14,44,0.16,0.246478873,0.272,0.2352850701607449,-0.5244342908572552,47.80299309282789,"Lane Thomas",16939,657041
"Jhonny Pereda","ATH","Jhonny Pereda",29,19,40,46,7,2,0,0,3,3,6,13,0.175,0.282608695,0.225,0.24054124303486035,-0.1987089241047889,47.41977759312334,"Jhonny Pereda",19802,640902
"Leody Taveras","- - -","Leody Taveras",26,58,171,180,35,6,1,3,13,17,5,50,0.204678362,0.2259887,0.304093567,0.23008968331719523,-0.7809949527102455,47.155266971341895,"Leody Taveras",18900,665750
"Jarred Kelenic","ATL","Jarred Kelenic",25,23,60,65,10,2,0,2,7,2,5,23,0.166666666,0.23076923,0.3,0.23585510620704064,-0.4858311813339546,46.67170467983305,"Jarred Kelenic",22558,672284
"Nasim Nuñez","WSN","Nasim Nuñez",24,23,43,49,8,2,0,0,6,5,5,10,0.186046511,0.270833333,0.232558139,0.23449592292308807,0.15259777991472853,46.23165373378259,"Nasim Nunez",25979,683083
"Vidal Bruján","CHC","Vidal Bruján",27,34,44,46,10,3,0,0,6,3,1,11,0.227272727,0.239130434,0.295454545,0.23095887381097543,-0.2072113726193961,45.580870169727724,"Vidal Brujan",20536,660644
"Ryan Noda","CHW","Ryan Noda",29,16,34,45,3,0,0,1,3,1,10,19,0.088235294,0.295454545,0.176470588,0.2331569083901339,-0.3366159144413806,44.89501701880934,"Ryan Noda",23312,676116
"Jared Triolo","PIT","Jared Triolo",27,55,139,160,22,6,0,3,12,10,17,29,0.158273381,0.253164556,0.26618705,0.2349128863614076,-0.1844080233124335,44.613790988162364,"Jared Triolo",25807,669707
"Adael Amador","COL","Adael Amador",22,36,98,112,18,6,0,1,5,8,11,26,0.183673469,0.272727272,0.275510204,0.2507654845714569,-0.6474095223931468,43.704039559209754,"Adael Amador",27962,691182
"Garrett Hampson","- - -","Garrett Hampson",30,43,67,80,11,2,0,0,12,1,11,24,0.164179104,0.282051282,0.19402985,0.23143668816639826,-0.05664483468320816,43.69640390805539,"Garrett Hampson",19262,641658
"Connor Joe","- - -","Connor Joe",32,39,69,79,13,4,0,0,2,4,7,20,0.188405797,0.265822784,0.246376811,0.2343311226820644,-0.7435705237672945,42.30981505326223,"Connor Joe",16572,656582
"Jorge Mateo","BAL","Jorge Mateo",30,32,61,65,11,3,0,1,7,3,4,23,0.180327868,0.23076923,0.278688524,0.22670783079587498,-0.2722162600065918,42.15385168350272,"Jorge Mateo",17273,622761
"Austin Barnes","LAD","Austin Barnes",35,13,42,44,9,3,0,0,4,2,1,14,0.214285714,0.232558139,0.285714285,0.22655109472052995,-0.26382645884135597,41.27857148524821,"Austin Barnes",12158,605131
"Tim Anderson","LAA","Tim Anderson",32,31,83,90,17,3,0,0,8,3,3,29,0.204819277,0.258426966,0.240963855,0.22866157802303186,0.13040241666014726,40.877104776109555,"Tim Anderson",15172,641313
"Moisés Ballesteros","CHC","Moisés Ballesteros",21,5,16,18,3,0,0,0,3,3,2,1,0.1875,0.277777777,0.1875,0.22390229834450615,-0.14408137962392986,40.74718586597933,"Moises Ballesteros",28820,694208
"Michael Stefanic","TOR","Michael Stefanic",29,9,22,25,4,0,0,0,1,0,3,3,0.181818181,0.28,0.181818181,0.224166259765625,-0.04039303696973218,39.562155770144294,"Michael Stefanic",25353,683021
"Endy Rodríguez","PIT","Endy Rodríguez",25,18,52,57,9,4,0,0,5,2,5,14,0.173076923,0.245614035,0.25,0.22591597782938103,-0.6445624955131565,38.45099775224223,"Endy Rodriguez",25332,682848
"Gage Workman","- - -","Gage Workman",25,12,16,17,3,1,0,0,0,2,1,7,0.1875,0.235294117,0.25,0.21813147208269903,-0.21583456767936654,38.2793647851046,"Gage Workman",27573,669398
"Jason Heyward","SDP","Jason Heyward",35,34,85,95,15,2,0,2,9,12,6,20,0.176470588,0.223404255,0.270588235,0.21738448422005835,-0.5256811354559187,38.22880789616046,"Jason Heyward",4940,518792
"Chadwick Tromp","- - -","Chadwick Tromp",30,8,21,22,3,1,0,1,2,1,1,6,0.142857142,0.181818181,0.333333333,0.2210551229390231,-0.05225688385450341,37.90219568827413,"Chadwick Tromp",16953,644433
"Oscar Gonzalez","SDP","Oscar Gonzalez",27,21,59,61,13,1,0,0,2,4,2,13,0.220338983,0.245901639,0.237288135,0.21678443033187117,-0.338480365535564,37.817776925895096,"Oscar Gonzalez",20970,660757
"Daz Cameron","MIL","Daz Cameron",28,21,41,42,8,1,0,1,7,3,1,13,0.195121951,0.214285714,0.292682926,0.22083972181592668,-0.14668080325721805,37.61176911107725,"Daz Cameron",18353,663662
"Will Wilson","CLE","Will Wilson",26,32,72,85,12,4,0,0,6,1,7,34,0.166666666,0.25,0.222222222,0.22037184461951256,-0.5347831794634884,37.52905841766035,"Will Wilson",25434,669717
"James Outman","LAD","James Outman",28,19,39,44,4,1,0,2,7,4,4,18,0.102564102,0.204545454,0.282051282,0.2203956585038792,-0.130631733992156,37.06215864242829,"James Outman",24770,681546
"Josh Rojas","CHW","Josh Rojas",31,59,168,188,29,8,0,1,12,10,17,47,0.172619047,0.245989304,0.238095238,0.22169224336185558,-1.3131226234073992,36.99684507421232,"Josh Rojas",19734,668942
"Nacho Alvarez Jr.","ATL","Nacho Alvarez Jr.",22,8,30,32,6,1,0,0,2,0,1,9,0.2,0.25,0.233333333,0.2211801204830408,-0.12653163714558385,36.619484805066904,"Nacho Alvarez Jr.",31765,805373
"David Hamilton","BOS","David Hamilton",27,63,123,133,22,3,0,3,16,12,7,31,0.178861788,0.229007633,0.276422764,0.22556713109708015,-0.24638199329808946,35.727145110444546,"David Hamilton",27531,666152
"Gustavo Campero","LAA","Gustavo Campero",27,18,32,37,4,0,0,1,3,1,4,7,0.125,0.243243243,0.21875,0.22089009832691503,-0.16535278130269554,35.52322110375834,"Gustavo Campero",22707,672569
"Cal Stevenson","PHI","Cal Stevenson",28,5,8,8,2,0,0,0,0,1,0,2,0.25,0.25,0.25,0.22060278058052063,-0.08990418076981191,35.08451783700607,"Cal Stevenson",22411,670276
"Robert Hassell III","WSN","Robert Hassell III",23,21,78,79,17,1,0,1,6,8,1,21,0.217948717,0.227848101,0.269230769,0.21793630907807168,-0.41027074046291667,34.88848226213391,"Robert Hassell III",27482,690987
"Logan Davidson","ATH","Logan Davidson",27,9,20,24,3,1,0,0,1,2,3,12,0.15,0.260869565,0.2,0.2213583925495977,-0.34055754890082823,34.20443714083855,"Logan Davidson",25844,669722
"Jon Berti","CHC","Jon Berti",35,47,92,98,18,2,0,0,11,2,5,20,0.195652173,0.244897959,0.217391304,0.21226745904708394,-0.4942517419046714,32.77743618274898,"Jon Berti",12037,542932
"Pablo Reyes","NYY","Pablo Reyes",31,25,31,34,6,1,0,0,4,2,2,10,0.193548387,0.242424242,0.225806451,0.21354461799968372,-0.36439622080712525,32.76935632215214,"Pablo Reyes",16357,622569
"Hunter Renfroe","KCR","Hunter Renfroe",33,35,99,108,18,6,0,0,5,4,8,21,0.181818181,0.24074074,0.242424242,0.2188186866265756,-0.9441431368406354,32.25749800838754,"Hunter Renfroe",15464,592669
"José Barrero","STL","José Barrero",27,22,29,31,4,1,0,1,4,3,1,9,0.137931034,0.193548387,0.275862068,0.20864255774405696,-0.23134746438046688,30.65011907488935,"Jose Barrero",23378,676480
"Jac Caglianone","KCR","Jac Caglianone",22,41,150,161,22,5,0,5,9,10,8,34,0.146666666,0.204968944,0.28,0.2157412408301549,-1.3893852681569125,30.137401521455264,"Jac Caglianone",35041,695506
"Jake McCarthy","ARI","Jake McCarthy",27,32,97,109,14,1,1,2,7,9,9,18,0.144329896,0.222222222,0.237113402,0.2100100544867692,-0.4854882416974541,28.45482184836196,"Jake McCarthy",21622,664983
"Austin Hedges","CLE","Austin Hedges",32,43,97,113,12,1,0,3,8,5,11,33,0.12371134,0.218181818,0.226804123,0.20683821493929083,0.5023328238713227,28.205547090880223,"Austin Hedges",12976,595978
"Owen Miller","COL","Owen Miller",28,9,14,17,2,0,0,0,0,1,2,4,0.142857142,0.294117647,0.142857142,0.22765445358612957,0.03299437631476633,27.87321223396699,"Owen Miller",24655,680911
"Andrew Knizner","SFG","Andrew Knizner",30,17,45,48,8,0,0,1,7,2,2,7,0.177777777,0.212765957,0.244444444,0.2041973332141308,-0.14470070686430936,27.850534080785952,"Andrew Knizner",19514,668800
"Bryan De La Cruz","ATL","Bryan De La Cruz",28,16,47,50,9,1,0,0,1,0,3,18,0.191489361,0.24,0.212765957,0.20771419525146484,-0.41759140040414044,27.39545939265455,"Bryan De La Cruz",19600,650559
"Oswald Peraza","NYY","Oswald Peraza",25,70,158,170,24,5,0,3,17,13,11,47,0.151898734,0.211764705,0.240506329,0.20481839846162236,-0.5677840221083934,26.757738698094904,"Oswald Peraza",22823,672724
"Michael Massey","KCR","Michael Massey",27,56,198,209,40,5,0,2,10,14,5,32,0.202020202,0.221153846,0.257575757,0.20977742310899955,-1.0709223639252994,26.02884207451665,"Michael Massey",27684,686681
"Trenton Brooks","SDP","Trenton Brooks",29,25,41,43,6,2,0,1,5,2,2,13,0.146341463,0.186046511,0.268292682,0.19933599372242772,-0.532631795688238,25.865770663824364,"Trenton Brooks",19384,670092
"Sean Bouchard","COL","Sean Bouchard",29,32,66,73,11,0,1,1,7,7,7,27,0.166666666,0.246575342,0.242424242,0.22471333856452003,-0.7356109261119808,25.85857757399279,"Sean Bouchard",21270,656248
"Dairon Blanco","KCR","Dairon Blanco",32,9,6,8,1,1,0,0,2,1,0,2,0.166666666,0.166666666,0.333333333,0.2086514631907145,-0.059360920803931586,25.25315215986109,"Dairon Blanco",19779,680118
"Kevin Pillar","TEX","Kevin Pillar",36,20,43,43,9,2,0,0,6,1,0,8,0.209302325,0.209302325,0.255813953,0.20187663754751517,-0.3074436803782852,25.008318973879717,"Kevin Pillar",12434,607680
"Kevin Newman","LAA","Kevin Newman",31,54,106,108,22,2,0,1,11,8,1,20,0.207547169,0.214953271,0.254716981,0.20559366061308673,-0.6500344860930873,24.98528607420103,"Kevin Newman",17696,621028
"Rhylan Thomas","SEA","Rhylan Thomas",25,3,8,10,1,1,0,0,2,2,1,0,0.125,0.2,0.25,0.19434127807617188,-0.05248423290192711,24.943509028864845,"Rhylan Thomas",31793,689041
"Jonah Bride","- - -","Jonah Bride",29,45,112,125,19,2,0,0,7,5,11,39,0.169642857,0.248,0.1875,0.202759210621157,-0.6918623015034515,23.092486784189543,"Jonah Bride",24703,681146
